Location,Latitude,Longitude,Country,County,Reported Location,Crash ID,Crash Date,Year,Month,Crash Time,Quarter of the day,Crash Type,Severity,Pedestrians,Pedestrian Casualties
"-35.343817, 149.076374",-35.343817,149.076374,"Australian Capital Territory, Tarraleah Crescent, Lyons 2606, Australia", Lyons 2606,TARRALEAH CRESCENT (ADA -> JUDD),1229284,30/06/2020,2020,June,08:40,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.413251, 149.12093",-35.413251,149.12093,"Australian Capital Territory, Isabella Drive, Chisholm 2904, Australia", Chisholm 2904,ISABELLA DRIVE (BENHAM -> GOLDSTEIN / KELLETT),1234491,01/10/2020,2020,October,19:58,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.182401, 149.110933",-35.182401,149.110933,"Australian Capital Territory, Gungahlin Drive, Ngunnawal 2913, Australia", Ngunnawal 2913,GUNGAHLIN DRIVE (AMAGULA / LEXCEN -> KELLEWAY / WANGANEEN),1233364,04/09/2020,2020,September,12:12,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.281097, 149.131454",-35.281097,149.131454,"ACT Legislative Assembly, Australian Capital Territory, London Circuit, City 2601, Australia", City 2601,LONDON/AINSLIE (S) INTERSECTION,1233818,16/09/2020,2020,September,14:10,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.225007, 149.021576",-35.225007,149.021576,"Hardwick Crescent after Starke Street, Australian Capital Territory, Hardwick Crescent, Holt 2615, Australia", Holt 2615,HARDWICK CRESCENT (ORMSBY -> POWELL),1233557,17/08/2020,2020,August,15:15,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.183096, 149.098853",-35.183096,149.098853,"Nicholls IGA, Australian Capital Territory, Paisley Street, Nicholls 2913, Australia", Nicholls 2913,PAISLEY STREET (MAY MILLS -> KELLEWAY),1234322,27/09/2020,2020,September,10:50,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.284484, 149.123011",-35.284484,149.123011,"Australian Capital Territory, unnamed road, City 2601, Australia", City 2601,PHILLIP LAW STREET (EDINBURGH -> PHILLIP LAW),1180955,17/02/2018,2018,February,17:30,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.280376, 149.146126",-35.280376,149.146126,"Limestone Avenue before Euree, Australian Capital Territory, Limestone Avenue, Reid 2612, Australia", Reid 2612,LIMESTONE AVENUE (ANZAC / FAIRBAIRN -> EUREE / TRELOAR),1066319,17/07/2013,2013,July,17:30,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.186494, 149.136994",-35.186494,149.136994,"Australian Capital Territory, 35 Hinder Street, Gungahlin 2912, Australia", Gungahlin 2912,HINDER STREET (HIBBERSON -> EFKARPIDIS),1191275,29/08/2018,2018,August,12:30,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.277666, 149.129367",-35.277666,149.129367,"Alinga Street, Australian Capital Territory, Northbourne Avenue, City 2601, Australia", City 2601,NORTHBOURNE AVENUE (ALINGA -> BUNDA / RUDD),1112998,01/06/2015,2015,June,13:10,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.27701, 149.1248",-35.27701,149.1248,"Australian Capital Territory, 25 Hutton Street, City 2601, Australia", City 2601,HUTTON STREET (CHILDERS -> KINGSLEY),1213326,15/08/2019,2019,August,12:15,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.289344, 149.153863",-35.289344,149.153863,"Australian Capital Territory, 32 Blamey Place, Campbell 2612, Australia", Campbell 2612,BLAMEY PLACE (BLAMEY -> BLAMEY),1192522,18/09/2018,2018,September,06:30,Morning,Collision with parked vehicle,Injury,1,1
"-35.266172, 149.123134",-35.266172,149.123134,"McCaughey Street before Condamine Street, Australian Capital Territory, McCaughey Street, Turner 2612, Australia", Turner 2612,MCCAUGHEY STREET (DAVID / MACPHERSON -> CONDAMINE),1173555,26/11/2017,2017,November,13:50,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.311098, 149.141787",-35.311098,149.141787,"Australian Capital Territory, unnamed road, Barton 2604, Australia", Barton 2604,WENTWORTH/TELOPEA/EASTLAKE INTERSECTION,1038088,13/06/2012,2012,June,14:15,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.450634, 149.088865",-35.450634,149.088865,"Australian Capital Territory, Blinkhorn Place, Gordon 2906, Australia", Gordon 2906,BLINKHORN PLACE (LEWIS LUXTON -> BLINKHORN),1219423,01/09/2019,2019,September,18:00,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.35577, 149.054428",-35.35577,149.054428,"Badimara Street Mount Stromlo High School, Australian Capital Territory, Badimara Street, Waramanga 2611, Australia", Waramanga 2611,BADIMARA STREET (NAMATJIRA -> KALGOORLIE),1223555,02/06/2019,2019,June,13:18,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.332486, 149.123032",-35.332486,149.123032,"Australian Capital Territory, ELC, Alexander Street, Red Hill 2603, Australia", Red Hill 2603,ALEXANDER STREET (MUGGA -> CHARLOTTE),1223793,14/02/2020,2020,February,15:44,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.356816, 149.087572",-35.356816,149.087572,"Australian Capital Territory, Melrose Drive, Pearce 2607, Australia", Pearce 2607,MELROSE DRIVE (HODGSON -> PARRAMATTA),1223913,20/02/2020,2020,February,08:06,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.404893, 149.099054",-35.404893,149.099054,"Australian Capital Territory, McBryde Crescent, Wanniassa 2903, Australia", Wanniassa 2903,COMRIE/MCBRYDE INTERSECTION,1224450,25/02/2020,2020,February,16:05,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.159563, 149.098822",-35.159563,149.098822,"Australian Capital Territory, Whitrod Avenue, Casey 2913, Australia", Casey 2913,WHITROD AVENUE (SCHOLTENS STREET -> PLIMSOLL),1224707,17/10/2019,2019,October,23:00,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.312562, 149.131941",-35.312562,149.131941,"Australian Capital Territory, National Circuit, Forrest 2603, Australia", Forrest 2603,NATIONAL/SYDNEY INTERSECTION,1224724,04/03/2020,2020,March,12:00,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.302521, 149.134069",-35.302521,149.134069,"Australian Capital Territory, John Gorton Building, King Edward Terrace, Parkes 2600, Australia", Parkes 2600,ADMINISTRATION PLACE (DOROTHY TANGNEY -> PARKES),1218766,11/11/2019,2019,November,17:20,Afternoon,Struck pedestrian (Off Road),Property Damage Only,1,0
"-35.297084, 149.134332",-35.297084,149.134332,"Australian Capital Territory, Queen Elizabeth Terrace, Parkes 2600, Australia", Parkes 2600,QUEEN ELIZABETH TERRACE (PARKES (W) -> PARKES (E)),1225330,08/03/2020,2020,March,22:00,Evening,Struck pedestrian (Off Road),Injury,1,1
"-35.311487, 149.132897",-35.311487,149.132897,"REALM, Australian Capital Territory, National Circuit, Barton 2600, Australia", Barton 2600,NATIONAL CIRCUIT (SYDNEY -> BOURKE),1225621,12/03/2020,2020,March,16:50,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.193257, 149.056305",-35.193257,149.056305,"Australian Capital Territory, Moroney Street, Fraser 2615, Australia", Fraser 2615,MORONEY STREET (BAZLEY -> MILDENHALL),1225613,06/05/2019,2019,May,08:30,Morning,Struck pedestrian (Off Road),Property Damage Only,1,0
"-35.456018, 149.0886",-35.456018,149.0886,"Australian Capital Territory, Woodcock Drive, Gordon 2906, Australia", Gordon 2906,WOODCOCK DRIVE (KNOKE -> BOX / THARWA),1225164,04/10/2019,2019,October,14:30,Afternoon,Struck pedestrian (Off Road),Injury,1,1
"-35.278488, 149.129911",-35.278488,149.129911,"City Bus Station, Australian Capital Territory, Alinga Street, City 2601, Australia", City 2601,ALINGA STREET (NORTHBOURNE -> VERITY),1202300,28/12/2018,2018,December,07:35,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.251153, 149.135326",-35.251153,149.135326,"All In One Super Mart, Australian Capital Territory, Challis Street, Dickson 2602, Australia", Dickson 2602,CAPE/CHALLIS/DICKSON BUS STN ACC INTERSECTION,1208066,30/05/2019,2019,May,17:30,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.28315, 149.12584",-35.28315,149.12584,"Australian Capital Territory, Edinburgh Avenue, City 2601, Australia", City 2601,EDINBURGH/LONDON INTERSECTION,1210888,27/06/2019,2019,June,18:39,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.320064, 149.20813",-35.320064,149.20813,"Australian Capital Territory, Pialligo Avenue, Canberra 2609, Australia", Canberra 2609,PIALLIGO AVENUE (SCHERGER -> AIR DISASTER),1062725,14/04/2013,2013,April,16:00,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.312386, 149.146019",-35.312386,149.146019,"Australian Capital Territory, 27 Eastlake Parade, Kingston 2604, Australia", Kingston 2604,EASTLAKE PARADE (TREVILLIAN -> GILES),1048971,23/10/2012,2012,October,14:10,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.278894, 149.123992",-35.278894,149.123992,"Australian Capital Territory, 14 Childers Street, City 2601, Australia", City 2601,CHILDERS/UNIVERSITY INTERSECTION,1207047,18/05/2019,2019,May,13:50,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.235476, 149.058018",-35.235476,149.058018,"Australian Capital Territory, Coulter Drive, Florey 2615, Australia", Florey 2615,COULTER/LUXTON/SOUTHERN CROSS INTERSECTION,1225754,17/03/2020,2020,March,14:30,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.188561, 149.122395",-35.188561,149.122395,"Australian Capital Territory, Gungahlin Drive, Palmerston 2913, Australia", Palmerston 2913,GUNGAHLIN/KOSCIUSZKO/THE VALLEY INTERSECTION,1227135,03/05/2020,2020,May,17:20,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.257127, 149.089703",-35.257127,149.089703,"Australian Capital Territory, unnamed road, Bruce 2617, Australia", Bruce 2617,BELCONNEN/BELCWBANDWCASWSRM/GUNGSBELCERM/BELCEGUNGNRM/CASWNBELCWBANDWRM INTERSECTION,1227431,14/05/2020,2020,May,11:10,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.196293, 149.145805",-35.196293,149.145805,"Oodgeroo Avenue before Marie Pitt Street, Australian Capital Territory, Oodgeroo Avenue, Franklin 2913, Australia", Franklin 2913,OODGEROO AVENUE (JOCELYN BROWN -> MARIE PITT),1227545,13/03/2020,2020,March,15:17,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.287142, 149.160546",-35.287142,149.160546,"Australian Capital Territory, Truscott Street, Campbell 2612, Australia", Campbell 2612,GELLIBRAND/GODFREY/TRUSCOTT INTERSECTION,1227663,25/01/2020,2020,January,20:57,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.243886, 149.064751",-35.243886,149.064751,"Australian Capital Territory, Lathlain Street, Belconnen 2617, Australia", Belconnen 2617,LATHLAIN STREET (MARKET -> COLLEGE),1227902,14/05/2020,2020,May,14:50,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.331994, 149.132638",-35.331994,149.132638,"Australian Capital Territory, Carstensz Street, Griffith 2603, Australia", Griffith 2603,CARSTENSZ STREET (HARTOG -> BREMER),1231765,04/08/2020,2020,August,12:00,Afternoon,Struck pedestrian (Off Road),Injury,1,1
"-35.416967, 149.068636",-35.416967,149.068636,"Giannis Cafe, Australian Capital Territory, Anketell Street, Greenway 2900, Australia", Anketell Street,ANKETELL/REED INTERSECTION,1231561,07/08/2020,2020,August,13:10,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.347313, 149.099872",-35.347313,149.099872,"Australian Capital Territory, Bateson Road, Garran 2605, Australia", Garran 2605,BATESON/YAMBA INTERSECTION,1057306,03/05/2012,2012,May,16:40,Afternoon,Struck pedestrian (On Road),Fatal,2,2
"-35.308829, 149.130814",-35.308829,149.130814,"Australian Capital Territory, Brisbane Avenue, Barton 2600, Australia", Barton 2600,BRISBANE AVENUE (JOHN MCEWEN -> STATE),1046532,25/09/2012,2012,September,10:16,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.262425, 149.147201",-35.262425,149.147201,"Australian Capital Territory, Ebden Street, Ainslie 2602, Australia", Ainslie 2602,EBDEN/WAKEFIELD INTERSECTION,1092381,06/08/2014,2014,August,17:30,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.335523, 149.167755",-35.335523,149.167755,"Australian Capital Territory, Telstra, Faulding Street, Symonston 2609, Australia", Symonston 2609,FAULDING STREET (EDGELL -> TAUBMAN),1031219,22/03/2012,2012,March,11:05,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.277091, 149.126537",-35.277091,149.126537,"Australian Capital Territory, Marcus Clarke Street, City 2601, Australia", City 2601,MARCUS CLARKE STREET (ALINGA -> RUDD/RIMMER),1048184,17/10/2012,2012,October,17:27,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.249437, 149.133926",-35.249437,149.133926,"Australian Capital Territory, Northbourne Avenue, Lyneham 2602, Australia", Lyneham 2602,NORTHBOURNE AVENUE (MURDOCH -> ANTILL/MOUAT),1123998,24/11/2015,2015,November,10:25,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.39055, 149.07258",-35.39055,149.07258,"Summerland Circuit (South) Neighbourhood Playground, Australian Capital Territory, Summerland Circuit, Kambah 2902, Australia", Kambah 2902,SUMMERLAND CIRCUIT (VANZETTI -> KINGSMILL),1052775,01/01/2013,2013,January,03:00,Night,Struck pedestrian (On Road),Injury,1,1
"-35.330543, 149.063432",-35.330543,149.063432,"Australian Capital Territory, Tuggeranong Parkway, Curtin 2605, Australia", Curtin 2605,TUGGERANONG PARKWAY (COTTWTUGGSRM / TUGGNCOTTWRM -> TUGGSHINDERM),1079211,25/01/2014,2014,January,23:30,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.357075, 149.08811",-35.357075,149.08811,"Marist College Canberra, Australian Capital Territory, Hodgson Crescent, Pearce 2607, Australia", Pearce 2607,HODGSON/MELROSE INTERSECTION,1095301,06/09/2014,2014,September,09:40,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.348789, 149.084257",-35.348789,149.084257,"Australian Capital Territory, Melrose Drive, Phillip 2606, Australia", Phillip 2606,HINDMARSH/MELROSE INTERSECTION,1114827,09/07/2015,2015,July,13:15,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.277535, 149.132106",-35.277535,149.132106,"Blu Ginger, Australian Capital Territory, 5 Genge Street, City 2601, Australia", City 2601,BUNDA/GENGE INTERSECTION,1049846,20/11/2012,2012,November,15:00,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.230884, 149.034385",-35.230884,149.034385,"Australian Capital Territory, Wirraway Crescent, Higgins 2615, Australia", Higgins 2615,KINGSFORD SMITH/WIRRAWAY INTERSECTION,1054203,30/01/2013,2013,January,19:14,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.428445, 149.087345",-35.428445,149.087345,"Australian Capital Territory, Cromwell Circuit, Isabella Plains 2905, Australia", Isabella Plains 2905,CROMWELL/NOOROOMA INTERSECTION,1132568,11/04/2016,2016,April,15:40,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.272041, 149.119728",-35.272041,149.119728,"Boldrewood Street after Barry Drive, Australian Capital Territory, Boldrewood Street, Turner 2612, Australia", Turner 2612,BOLDREWOOD STREET (FROGGATT -> HACKETT),1091173,16/07/2014,2014,July,06:50,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.278415, 149.129246",-35.278415,149.129246,"Australian Capital Territory, Alinga Street, City 2601, Australia", City 2601,ALINGA/NORTHBOURNE INTERSECTION,1036569,21/05/2012,2012,May,06:35,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.336638, 149.179568",-35.336638,149.179568,"Canberra Outlet Centre Iron Knob Street, Australian Capital Territory, Iron Knob Street, Fyshwick 2609, Australia", Fyshwick 2609,IRON KNOB STREET (BEACONSFIELD -> GERALDTON),1052048,26/12/2012,2012,December,15:10,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.432263, 149.093415",-35.432263,149.093415,"Australian Capital Territory, Ellerston Avenue, Isabella Plains 2905, Australia", Isabella Plains 2905,ELLERSTON AVENUE (GALLOWAY -> KADINA),1145323,30/09/2016,2016,September,15:00,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.277634, 149.133982",-35.277634,149.133982,"Australian Capital Territory, Scotts Crossing, City 2601, Australia", City 2601,SCOTTS CROSSING (COOYONG -> NARELLAN),1205500,15/04/2019,2019,April,18:45,Evening,Struck pedestrian (Off Road),Property Damage Only,1,0
"-35.226762, 149.051838",-35.226762,149.051838,"Australian Capital Territory, Krefft Street, Florey 2615, Australia", Florey 2615,KREFFT/RATCLIFFE INTERSECTION,1037965,24/06/2012,2012,June,10:00,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.238927, 149.15364",-35.238927,149.15364,"Watson Shops, Australian Capital Territory, Watson Shops, 1 Watson Place, Watson 2602, Australia", Watson 2602,WATSON PLACE (GWYNNE -> WINDEYER),1130662,14/04/2015,2015,April,11:39,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.250175, 149.136678",-35.250175,149.136678,"Taj Agra Indian, Dickson Shops, Australian Capital Territory, Woolley Street, Dickson 2602, Australia", Dickson 2602,WOOLLEY STREET (CAPE -> BADHAM),1068769,10/08/2013,2013,August,19:15,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.259878, 149.141811",-35.259878,149.141811,"Cowper Street before Suttor Street, Australian Capital Territory, Cowper Street, Ainslie 2602, Australia", Ainslie 2602,COWPER STREET (SUTTOR -> TYSON),1204616,09/04/2019,2019,April,14:40,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.313696, 149.146778",-35.313696,149.146778,"Australian Capital Territory, Eastlake Parade, Kingston 2604, Australia", Kingston 2604,EASTLAKE PARADE (GILES -> EYRE),1128157,27/01/2016,2016,January,10:45,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.279195, 149.135963",-35.279195,149.135963,"Australian Capital Territory, Ainslie Avenue, Reid 2612, Australia", Reid 2612,AINSLIE AVENUE (KOGARAH -> COOYONG),1130259,28/02/2016,2016,February,05:10,Night,Struck pedestrian (On Road),Injury,1,1
"-35.237647, 149.068627",-35.237647,149.068627,"North Canberra Family Practice, Australian Capital Territory, 5B Chandler Street, Belconnen 2617, Australia", Belconnen 2617,CHANDLER STREET (SWANSON -> BENJAMIN),1209678,20/06/2019,2019,June,11:45,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.278106, 149.132745",-35.278106,149.132745,"Australian Capital Territory, Scotts Crossing, City 2601, Australia", City 2601,BUNDA/GAREMA/SCOTTS INTERSECTION,1121518,31/08/2015,2015,August,20:10,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.266242, 149.131212",-35.266242,149.131212,"Australian Capital Territory, Ipima Street, Braddon 2612, Australia", Braddon 2612,CONDAMINE/IPIMA/NORTHBOURNE INTERSECTION,1123683,17/11/2015,2015,November,22:42,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.279843, 149.110712",-35.279843,149.110712,"Australian Capital Territory, Clunies Ross Street, Acton 2601, Australia", Acton 2601,CLUNIES ROSS STREET (BLACK MOUNTAIN -> DICKSON),1099216,12/11/2014,2014,November,19:33,Evening,Struck pedestrian (Off Road),Property Damage Only,1,0
"-35.325404, 149.179456",-35.325404,149.179456,"Australian Capital Territory, 32, 34, 36, 38, 42 Wollongong Street, Fyshwick 2609, Australia",Fyshwick 2609,WOLLONGONG STREET (KEMBLA -> GLADSTONE),1048754,07/11/2012,2012,November,09:50,Morning,Struck pedestrian (Off Road),Injury,1,1
"-35.405938, 149.150021",-35.405938,149.150021,"Australian Capital Territory, Tralee Street, Hume 2620, Australia", Hume 2620,TRALEE STREET (COURANGA -> TRALEE (END)),1131468,29/03/2016,2016,March,23:00,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.2383, 149.067477",-35.2383,149.067477,"Australian Capital Territory, Benjamin Way, Belconnen 2617, Australia", Belconnen 2617,BENJAMIN WAY (CHANDLER -> SWANSON),1211558,23/07/2019,2019,July,17:48,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.324106, 149.125542",-35.324106,149.125542,"Australian Capital Territory, Torres Street, Red Hill 2603, Australia", Red Hill 2603,TORRES STREET (WICKHAM -> MONARO/STOKES),1202017,08/02/2019,2019,February,15:20,Afternoon,Struck pedestrian (Off Road),Injury,2,1
"-35.242282, 149.158411",-35.242282,149.158411,"Australian Capital Territory, Knox Street, Watson 2602, Australia", Watson 2602,KNOX STREET 142-153 (IRVINE -> HIGINBOTHAM),1130250,13/02/2016,2016,February,22:20,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.260511, 149.132038",-35.260511,149.132038,"Australian Capital Territory, Macarthur Avenue, Turner 2612, Australia", Turner 2612,MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION,1052777,03/01/2013,2013,January,10:15,Morning,Struck pedestrian (On Road),Property Damage Only,2,0
"-35.280795, 149.131361",-35.280795,149.131361,"Australian Capital Territory, 175 London Circuit, City 2601, Australia", City 2601,LONDON/AINSLIE (N) INTERSECTION,1219852,30/10/2018,2018,October,17:00,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.250994, 149.139936",-35.250994,149.139936,"Dickson Shops, The Garden, Australian Capital Territory, Dickson Place, Dickson 2602, Australia", Dickson 2602,DICKSON PLACE (COWPER -> BADHAM),1220021,04/11/2019,2019,November,14:50,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.230788, 149.113038",-35.230788,149.113038,"Ellenborough Street before overpass, Australian Capital Territory, Ellenborough Street, Kaleen 2617, Australia", Kaleen 2617,ELLENBOROUGH STREET (MARIBYRNONG -> DAINTREE),1046533,26/09/2012,2012,September,15:20,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.426242, 149.09243",-35.426242,149.09243,"Australian Capital Territory, Ellerston Avenue, Isabella Plains 2905, Australia", Isabella Plains 2905,ELLERSTON AVENUE (DRUMSTON -> BABINDA),1042165,07/08/2012,2012,August,08:50,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.278174, 149.132794",-35.278174,149.132794,"Westpac, Australian Capital Territory, Bunda Street, City 2601, Australia", City 2601,BUNDA/GAREMA/SCOTTS INTERSECTION,1077586,27/11/2013,2013,November,09:30,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.339313, 149.053079",-35.339313,149.053079,"Australian Capital Territory, 2 Namatjira Drive, Weston 2611, Australia", Weston 2611,MACNALLY/NAMATJIRA INTERSECTION,1057318,22/11/2012,2012,November,18:45,Evening,Struck pedestrian (On Road),Fatal,1,1
"-35.227655, 149.035092",-35.227655,149.035092,"Australian Capital Territory, Kingsford Smith Drive, Florey 2615, Australia", Florey 2615,KINGSFORD SMITH/SOUTHERN CROSS INTERSECTION,1099455,21/02/2014,2014,February,16:05,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.349026, 149.091958",-35.349026,149.091958,"Australian Capital Territory, Hindmarsh Drive, Phillip 2606, Australia", Phillip 2606,HINDMARSH DRIVE (AINSWORTH -> ATHLLON),1062321,25/05/2013,2013,May,14:20,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.17004, 149.120262",-35.17004,149.120262,"Burdekin Avenue after Shoalhaven Avenue, Australian Capital Territory, Burdekin Avenue, Amaroo 2914, Australia", Amaroo 2914,BURDEKIN/WANDERER INTERSECTION,1063461,17/02/2013,2013,February,15:00,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.249346, 149.066028",-35.249346,149.066028,"Australian Capital Territory, Catchpole Street, Macquarie 2614, Australia", Macquarie 2614,CATCHPOLE STREET (COLLICOTT -> FLORANCE),1076960,24/11/2013,2013,November,10:45,Morning,Struck pedestrian (Off Road),Injury,1,1
"-35.312262, 149.132209",-35.312262,149.132209,"National Circuit after Bourke Street, Australian Capital Territory, National Circuit, Barton 2600, Australia", Barton 2600,NATIONAL CIRCUIT (SYDNEY -> BOURKE),1201271,19/02/2019,2019,February,08:15,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.348075, 149.085474",-35.348075,149.085474,"Australian Capital Territory, Corinna Street, Phillip 2606, Australia", Phillip 2606,CORINNA STREET (CORINNA -> JULIANA),1145550,16/10/2016,2016,October,09:22,Morning,Struck pedestrian (Off Road),Property Damage Only,1,0
"-35.224469, 149.020743",-35.224469,149.020743,"Hardwick Crescent after Kippax Place, Australian Capital Territory, Hardwick Crescent, Holt 2615, Australia", Holt 2615,HARDWICK CRESCENT (FLACK -> KIPPAX),1141622,26/07/2016,2016,July,08:37,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.248111, 149.134121",-35.248111,149.134121,"Australian Capital Territory, Mouat Street, Downer 2602, Australia", Downer 2602,ANTILL/MOUAT/NORTHBOURNE INTERSECTION,1112981,25/04/2015,2015,April,23:50,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.42338, 149.12377",-35.42338,149.12377,"Australian Capital Territory, De Lacy Place, Chisholm 2905, Australia", Chisholm 2905,DE LACY PLACE (ALSTON -> DE LACY),1149653,08/11/2016,2016,November,09:30,Morning,Other - Vehicle to Vehicle,Injury,1,1
"-35.285084, 149.138315",-35.285084,149.138315,"Canberra Institute of Technology - Reid Campus, Australian Capital Territory, Amaroo Street, Reid 2612, Australia", Reid 2612,AMAROO STREET (CORANDERRK -> EUREE),1122138,26/10/2015,2015,October,16:45,Afternoon,Struck pedestrian (Off Road),Injury,1,1
"-35.371915, 149.092994",-35.371915,149.092994,"Australian Capital Territory, Beasley Street, Torrens 2607, Australia", Torrens 2607,ATHLLON/BEASLEY (SW) INTERSECTION,1049098,19/10/2012,2012,October,08:02,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.362074, 149.100712",-35.362074,149.100712,"Australian Capital Territory, Mawson Drive, Mawson 2607, Australia", Mawson 2607,MAWSON DRIVE (AINSWORTH -> DEBENHAM),1068770,16/08/2013,2013,August,16:56,Afternoon,Struck pedestrian (On Road),Fatal,1,1
"-35.193339, 149.127875",-35.193339,149.127875,"Australian Capital Territory, Kosciuszko Avenue, Palmerston 2913, Australia", Palmerston 2913,GUNGAHLIN/KOSCIUSZKO INTERSECTION,1094954,08/09/2014,2014,September,17:30,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.330009, 149.183362",-35.330009,149.183362,"Australian Capital Territory, 74 Townsville Street, Fyshwick 2609, Australia", Fyshwick 2609,TOWNSVILLE STREET (GLADSTONE -> BODALLA),1097028,01/09/2014,2014,September,13:30,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.198377, 149.122177",-35.198377,149.122177,"Australian Capital Territory, Tinderry Circuit, Palmerston 2913, Australia", Palmerston 2913,TINDERRY CIRCUIT (KOSCIUSZKO -> TINDERRY),1147857,19/11/2016,2016,November,20:00,Evening,Struck pedestrian (Off Road),Property Damage Only,1,0
"-35.209088, 149.042738",-35.209088,149.042738,"Australian Capital Territory, Companion Crescent, Flynn 2615, Australia", Flynn 2615,COMPANION CRESCENT (MEIKLEJOHN -> SANDERSON),1098277,10/11/2014,2014,November,06:32,Morning,Struck pedestrian (Off Road),Injury,1,1
"-35.301203, 149.142367",-35.301203,149.142367,"Australian Capital Territory, Kings Avenue, Parkes 2600, Australia", Parkes 2600,KINGS AVENUE (WENDOUREE -> KINGSBOWESRM),1204084,02/04/2019,2019,April,07:00,Morning,Struck pedestrian (Off Road),Injury,1,1
